Date,MKT_AP,HML_AP,SMB_AP,ESG_AP,HDY_AP,LOV_AP,MOM_AP,QLT_AP,MKT_EU,HML_EU,SMB_EU,ESG_EU,HDY_EU,LOV_EU,MOM_EU,QLT_EU,MKT_NA,HML_NA,SMB_NA,ESG_NA,HDY_NA,LOV_NA,MOM_NA,QLT_NA,MKT_World,HML_World,SMB_World,ESG_World,HDY_World,LOV_World,MOM_World,QLT_World,RF_World,RF_AP,RF_EU,RF_NA
1972-09-30,-0.02129756584717113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06484601733156614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004103629613535942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014503648021224724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006793917825946405,0.006793917825946405,0.006793917825946405,0.006793917825946405
1972-10-31,0.02275393096732281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012776897993467595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02529675171748491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008936450247528427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013817480719794384,-0.013817480719794384,-0.013817480719794384,-0.013817480719794384
1972-11-30,0.05612821976765692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03066217419069428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04159900698246388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053195668448008826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029325513196480912,-0.0029325513196480912,-0.0029325513196480912,-0.0029325513196480912
1972-12-31,0.01603217919537947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010154475574659427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015835577501696507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018973355665967695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002941176470588225,0.002941176470588225,0.002941176470588225,0.002941176470588225
1973-01-31,-0.004489946687656898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021884673649887887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027206870279098516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003004351129221705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007494297816878603,0.007494297816878603,0.007494297816878603,0.007494297816878603
1973-02-28,-0.0034560949162838472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05944656615189525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05354606453080224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007540024100533671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010996119016817518,0.010996119016817518,0.010996119016817518,0.010996119016817518
1973-03-31,0.004588978765723395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031401273204407776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007137843817865308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002029797703663183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002559181062060212,-0.002559181062060212,-0.002559181062060212,-0.002559181062060212
1973-04-30,-0.043600451181417754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012178241757835662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030752689725709437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.049694100956914955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006093649775497201,-0.006093649775497201,-0.006093649775497201,-0.006093649775497201
1973-05-31,0.012883847767924617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030419467447824755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013644523341075354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022823348716365377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015166182639561154,-0.015166182639561154,-0.015166182639561154,-0.015166182639561154
1973-06-30,0.013865692186269762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614771515162819,0.0,0.0,0.0,0.0,0.0,0.010969911388964082,0.0,0.010464064582026755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006984958241315509,0.0,0.0,0.0,0.0,0.0,-0.0021302947301800046,0.0,-0.006880733944954254,-0.006880733944954254,-0.006880733944954254,-0.006880733944954254
