"";"MKT";"HML";"SMB";"HDY";"QLT";"MOM";"ESG";"LOV";"type";"ensemble"
"61";0,547990553825442;0;0;0;0;1,62448215690074;0;0;"Inf";"Ensemble61"
"62";0,954776193853668;0;0;0;0;0;-6,72014080560781;0;"Inf";"Ensemble62"
"63";0,933908059283633;0;0;0;0;0;0;0,963934247350825;"Inf";"Ensemble63"
"64";1,24149658366354;0,566445047459915;0;0;0;0;0;0;"Inf";"Ensemble64"
"65";0,996526323644532;0;0,389928241084874;0;0;0;0;0;"Inf";"Ensemble65"
"66";1,17039772353683;0;0;0,732553826164268;0;0;0;0;"Inf";"Ensemble66"
"67";-0,186833257054218;0;0;0;4,67961053564979;0;0;0;"Inf";"Ensemble67"
"68";0,547267710142985;0;0;0;0;1,62814604826244;0;0;"Inf";"Ensemble68"
"69";0,954490417246555;0;0;0;0;0;-6,75302073895515;0;"Inf";"Ensemble69"
"70";0,933908113661662;0;0;0;0;0;0;0,963933689745806;"INF";"Ensemble70"
