"X","Type","max.month","MKT","SE.MKT","SE.MKT.indep","Factor","Coef","SE.Coef","SE.Coef.indep","t.MKT","t.Coef","sig","t.MKT.indep","t.Coef.indep","sig.indep","vintage","weighting","nc_tag","nc_label"
529,"PE",330,0.70703125,1.90180081721123,1.10124681860953,"MKT",0.70703125,1.90180081721123,1.10124681860953,0.371769348083875,0.371769348083875,FALSE,0.642027961445301,0.642027961445301,FALSE,2011,"EW","","100% NAV as Cashflow"
532,"PE",330,0.996822970715585,5.80730790244084,3.22946990142912,"ROE",-0.412974935420789,9.63884787104741,4.16538048589511,0.171649753631388,-0.0428448442122692,FALSE,0.308664579990192,-0.0991445887882782,FALSE,2011,"EW","","100% NAV as Cashflow"
582,"PE",360,0.937741269883675,2.00880488235985,1.15718260504475,"Alpha",-0.00207241032651356,0.208436969502525,0.0719187905166088,0.466815507129822,-0.00994262357325462,FALSE,0.810365853924508,-0.0288159785728733,FALSE,2011,"EW","","100% NAV as Cashflow"
581,"PE",360,0.939817427985691,7.16703078116615,2.54187570992445,"EG",-0.258595379980397,16.5615018045537,6.22680622258058,0.131130653220492,-0.0156142470068321,FALSE,0.369733824638351,-0.0415293764952312,FALSE,2011,"EW","","100% NAV as Cashflow"
579,"PE",360,0.780276013381115,7.66324216880287,4.19879142446489,"IA",-0.265070802727908,15.9405542062483,8.31881208301886,0.101820612763306,-0.0166287068378091,FALSE,0.185833477899073,-0.0318640209783072,FALSE,2011,"EW","","100% NAV as Cashflow"
578,"PE",360,0.708535896800458,2.14095783421321,1.16027596094868,"ME",0.0239069658331574,2.29629020007117,0.870049250750755,0.330943414894876,0.0104111256636537,FALSE,0.610661532814259,0.027477715557514,FALSE,2011,"EW","","100% NAV as Cashflow"
577,"PE",360,0.70703125,1.90180081721123,1.10124681860953,"MKT",0.70703125,1.90180081721123,1.10124681860953,0.371769348083875,0.371769348083875,FALSE,0.642027961445301,0.642027961445301,FALSE,2011,"EW","","100% NAV as Cashflow"
580,"PE",360,0.996822970715585,5.80730790244084,3.22946990142912,"ROE",-0.412974935420789,9.63884787104741,4.16538048589511,0.171649753631388,-0.0428448442122692,FALSE,0.308664579990192,-0.0991445887882782,FALSE,2011,"EW","","100% NAV as Cashflow"
6,"PE",0,0.147397851143502,9.26959621485245,4.36288429436492,"Alpha",0.00899664401117795,0.054188563705261,0.025208011763495,0.0159012159458823,0.166024773421047,FALSE,0.0337844969516795,0.356896215996156,FALSE,2011,"FW","","100% NAV as Cashflow"
5,"PE",0,0.871821006703614,0.969533116005316,0.50018024114017,"EG",0.901191545542315,0.699590776628855,0.345822501451904,0.899217357624362,1.28816956376258,FALSE,1.74301368785836,2.60593669225902,FALSE,2011,"FW","","100% NAV as Cashflow"
3,"PE",0,1.15449209222491,0.648202603067946,0.486659336682726,"IA",1.28709492739403,1.69461279604024,1.14096646917727,1.78106673247021,0.759521544037407,FALSE,2.37227975547415,1.12807427927495,FALSE,2011,"FW","","100% NAV as Cashflow"
2,"PE",0,1.10817855586954,0.599935809714474,0.636963905860303,"ME",1.56044773155038,3.58035059187258,2.09559305353411,1.84716187619631,0.435836572846415,FALSE,1.73978234194102,0.744632994902691,FALSE,2011,"FW","","100% NAV as Cashflow"
1,"PE",0,1.1751953125,0.991963492628617,0.591234006737637,"MKT",1.1751953125,0.991963492628617,0.591234006737637,1.18471629372754,1.18471629372754,FALSE,1.98769911592974,1.98769911592974,TRUE,2011,"FW","","100% NAV as Cashflow"
4,"PE",0,1.00933210983723,1.22321742129607,0.826409031088725,"ROE",1.11307306729981,1.1708447420661,0.792641404301176,0.825145303087479,0.950658125120548,FALSE,1.22134690191795,1.40425804311994,FALSE,2011,"FW","","100% NAV as Cashflow"
54,"PE",1,0.194948473607099,7.53862539180838,3.77485640075163,"Alpha",0.00856948575583021,0.0439321599213579,0.021703633787932,0.0258599497222576,0.195061790068375,FALSE,0.051643944275147,0.394841059315844,FALSE,2011,"FW","","100% NAV as Cashflow"
53,"PE",1,0.88618576504614,0.966630031440108,0.501127806153037,"EG",0.865541371864492,0.716020661715228,0.355072841348369,0.916778639419965,1.20882178147078,FALSE,1.76838274421259,2.43764453675941,FALSE,2011,"FW","","100% NAV as Cashflow"
51,"PE",1,1.15260177960052,0.710227500000728,0.523714049342739,"IA",1.155679825762,1.83748298654862,1.22447932067127,1.62286278635978,0.628947225210904,FALSE,2.20082272195492,0.943813265158652,FALSE,2011,"FW","","100% NAV as Cashflow"
50,"PE",1,1.10582716499212,0.60158552425013,0.635525943694502,"ME",1.47111648018649,3.5657638082268,2.10286001970208,1.8381877894594,0.412567000874366,FALSE,1.74001891813199,0.699578890845482,FALSE,2011,"FW","","100% NAV as Cashflow"
49,"PE",1,1.1703125,0.991239879138808,0.591206250228893,"MKT",1.1703125,0.991239879138808,0.591206250228893,1.18065518209051,1.18065518209051,FALSE,1.9795333685104,1.9795333685104,TRUE,2011,"FW","","100% NAV as Cashflow"
52,"PE",1,1.02115979824639,0.761248709440532,0.89243735501691,"ROE",1.05598826498963,0.664387514924292,0.866064430283804,1.34142729647039,1.5894161784632,FALSE,1.14423695120543,1.21929527188132,FALSE,2011,"FW","","100% NAV as Cashflow"
102,"PE",30,0.263519210252736,0.191850354569295,0.117732842186831,"Alpha",0.00751123178179733,0.00108575148278874,0.000536787335931315,1.37356644893536,6.91800278504324,FALSE,2.23828122517042,13.9929377595421,TRUE,2011,"FW","","100% NAV as Cashflow"
101,"PE",30,0.970628167729592,2.25738337424638,1.54984696947233,"EG",0.539444559888216,1.8281054869897,1.13851455088096,0.429979319774885,0.295083934558124,FALSE,0.626273552710857,0.473814374590825,FALSE,2011,"FW","","100% NAV as Cashflow"
99,"PE",30,1.15640422282504,1.56261549657645,0.911606657753087,"IA",0.703059909862532,3.58528841260074,2.06828344600931,0.740044000177022,0.196095774998625,FALSE,1.26853420056774,0.339924351867277,FALSE,2011,"FW","","100% NAV as Cashflow"
98,"PE",30,1.19198931717392,0.85287640593398,0.569726642191751,"ME",1.86600250203674,3.34185320332474,1.7792993933827,1.39761084827828,0.558373569545273,FALSE,2.09221270149542,1.04872879121776,FALSE,2011,"FW","","100% NAV as Cashflow"
97,"PE",30,1.162890625,0.99016299880436,0.59118479310927,"MKT",1.162890625,0.99016299880436,0.59118479310927,1.17444362837655,1.17444362837655,FALSE,1.9670509772146,1.9670509772146,TRUE,2011,"FW","","100% NAV as Cashflow"
100,"PE",30,1.05190908727218,2.50464731493931,2.81338289558428,"ROE",0.686653290489085,2.60018226454975,2.76204218498819,0.419982917753699,0.264078907025384,FALSE,0.3738947474669,0.248603476884268,FALSE,2011,"FW","","100% NAV as Cashflow"
150,"PE",60,0.295945421126676,6.49991704643581,3.93436025866938,"Alpha",0.00679306466402201,0.0258650562319615,0.0153121532948018,0.0455306458547738,0.262634830680469,FALSE,0.0752207224731286,0.443638757608842,FALSE,2011,"FW","","100% NAV as Cashflow"
149,"PE",60,0.997943704071804,3.84014780824446,2.19044658026525,"EG",0.3258844734577,2.97157289651281,1.61127604692469,0.259871170044368,0.109667332691091,FALSE,0.455589153856908,0.202252416077114,FALSE,2011,"FW","","100% NAV as Cashflow"
147,"PE",60,1.12894621766172,2.05380943396801,1.18396569287017,"IA",0.383659873949364,4.784948303729,2.74338115072076,0.549684015951065,0.0801805682310864,FALSE,0.953529502130191,0.139849278270563,FALSE,2011,"FW","","100% NAV as Cashflow"
146,"PE",60,1.2473159550283,0.826467888144363,0.550811384923955,"ME",1.90546656181024,3.28097867325805,1.74086584639725,1.5092128477355,0.580761642049349,FALSE,2.26450648836989,1.09455106248057,FALSE,2011,"FW","","100% NAV as Cashflow"
145,"PE",60,1.1625,0.990107360020554,0.591184519964412,"MKT",1.1625,0.990107360020554,0.591184519964412,1.17411509795854,1.17411509795854,FALSE,1.96639113634095,1.96639113634095,TRUE,2011,"FW","","100% NAV as Cashflow"
148,"PE",60,1.09380742483918,14.106375806103,8.64111280985018,"ROE",0.232988067987026,13.5449925004954,8.31815167612982,0.0775399322883454,0.0172010481348369,FALSE,0.12658177817009,0.0280095960086446,FALSE,2011,"FW","","100% NAV as Cashflow"
198,"PE",120,0.391086756575674,0.994700225026772,0.567423245067339,"Alpha",0.00477588666186853,0.00389562744575423,0.00209065523421901,0.393170471601279,1.22596083130939,FALSE,0.689232878588296,2.28439705586016,FALSE,2011,"FW","","100% NAV as Cashflow"
197,"PE",120,1.07545983383652,15.1620933980588,8.7313627397348,"EG",-0.107575328462463,10.5910623073981,6.0517130000418,0.0709308276635607,-0.0101571802091391,FALSE,0.12317204838396,-0.0177760129176185,FALSE,2011,"FW","","100% NAV as Cashflow"
195,"PE",120,1.0423832829576,7.9444493378871,4.72252408542812,"IA",-0.186673219432123,14.3891907858554,8.58944705670377,0.131209003748878,-0.0129731561844064,FALSE,0.220725879657023,-0.021732856399229,FALSE,2011,"FW","","100% NAV as Cashflow"
194,"PE",120,1.00337852443791,0.846769636465244,0.835474975736252,"ME",1.54386941097805,5.80454410416035,2.79801082400384,1.18494863446736,0.265975997989488,FALSE,1.2009677771063,0.551773923722295,FALSE,2011,"FW","","100% NAV as Cashflow"
193,"PE",120,0.991796875,2.08801587081586,0.984627239276314,"MKT",0.991796875,2.08801587081586,0.984627239276314,0.47499489293272,0.47499489293272,FALSE,1.00728157361252,1.00728157361252,FALSE,2011,"FW","","100% NAV as Cashflow"
